,age,occupation,marriage status,education level,balance,housing,loan,have termed deposit,credit_scores,credit_conditions
29352,46,blue-collar,married,secondary,-221,yes,yes,no,-4956,below zero
29353,55,blue-collar,married,primary,145,no,no,no,145,below mean
29354,53,blue-collar,divorced,primary,-1,yes,no,no,1089,above mean
29355,29,technician,divorced,secondary,-95,yes,no,no,995,below mean
29356,35,management,single,unknown,342,no,yes,no,-5483,below zero
29357,51,blue-collar,married,primary,2095,yes,yes,no,-2640,below zero
29358,27,student,single,tertiary,24,yes,no,no,1114,above mean
29359,49,management,married,secondary,466,no,no,no,466,below mean
29360,33,services,married,secondary,317,yes,no,no,1407,above mean
29361,29,student,single,tertiary,1679,no,no,no,1679,above mean
29362,50,technician,divorced,secondary,8,no,no,no,8,below mean
29363,31,management,married,tertiary,40,no,no,no,40,below mean
29364,44,technician,divorced,tertiary,245,yes,no,no,1335,above mean
29365,46,technician,married,secondary,317,yes,yes,no,-4418,below zero
29366,37,technician,married,tertiary,0,yes,no,no,1090,above mean
29367,48,management,married,tertiary,7289,yes,no,no,8379,above mean
29368,65,retired,married,tertiary,1948,no,no,no,1948,above mean
29369,37,management,married,unknown,247,no,no,no,247,below mean
29370,27,student,single,unknown,1444,no,no,no,1444,above mean
29371,36,admin.,married,secondary,606,yes,no,no,1696,above mean
29372,35,admin.,married,secondary,287,yes,no,no,1377,above mean
29373,58,retired,divorced,secondary,8266,yes,no,no,9356,above mean
29374,46,technician,married,secondary,1028,yes,no,no,2118,above mean
29375,55,admin.,single,secondary,986,no,yes,no,-4839,below zero
29376,28,unemployed,married,primary,7459,yes,no,yes,8549,above mean
29377,40,technician,divorced,secondary,93,no,no,no,93,below mean
29378,35,management,married,tertiary,194,no,no,no,194,below mean
29379,37,admin.,married,secondary,2254,no,no,no,2254,above mean
29380,59,entrepreneur,divorced,secondary,0,no,yes,no,-5825,below zero
29381,50,technician,divorced,secondary,0,no,no,no,0,below mean
29382,65,retired,married,primary,1343,no,no,no,1343,above mean
29383,55,blue-collar,married,secondary,754,no,no,no,754,below mean
29384,49,technician,married,secondary,1811,yes,yes,no,-2924,below zero
29385,65,retired,married,tertiary,162,no,no,no,162,below mean
29386,52,services,married,secondary,820,yes,no,no,1910,above mean
29387,35,blue-collar,married,primary,0,yes,yes,no,-4735,below zero
29388,35,admin.,married,secondary,220,yes,no,no,1310,above mean
29389,33,management,single,tertiary,0,yes,no,no,1090,above mean
29390,39,technician,single,tertiary,5803,no,no,no,5803,above mean
29391,29,management,single,tertiary,2439,no,no,no,2439,above mean
29392,37,management,married,tertiary,751,yes,no,no,1841,above mean
29393,42,management,married,tertiary,11093,no,no,no,11093,above mean
29394,37,technician,married,secondary,318,no,no,no,318,below mean
29395,31,management,single,tertiary,112,yes,no,no,1202,above mean
29396,31,management,single,tertiary,3295,no,no,no,3295,above mean
29397,37,management,married,tertiary,4089,yes,no,yes,5179,above mean
29398,37,blue-collar,married,primary,643,yes,yes,no,-4092,below zero
29399,42,blue-collar,married,primary,718,no,no,no,718,below mean
29400,45,technician,married,secondary,0,yes,yes,no,-4735,below zero
29401,54,management,married,tertiary,67,yes,no,no,1157,above mean
29402,35,technician,married,tertiary,633,yes,yes,no,-4102,below zero
29403,31,services,single,tertiary,620,no,no,no,620,below mean
29404,39,blue-collar,single,secondary,-480,yes,yes,no,-5215,below zero
29405,42,services,married,primary,124,yes,no,no,1214,above mean
29406,29,technician,single,secondary,286,no,no,no,286,below mean
29407,33,services,divorced,secondary,69,yes,no,no,1159,above mean
29408,33,management,single,tertiary,153,yes,no,no,1243,above mean
29409,36,management,married,tertiary,806,yes,no,no,1896,above mean
29410,34,admin.,divorced,secondary,66,no,no,no,66,below mean
29411,54,technician,divorced,secondary,0,yes,yes,no,-4735,below zero
29412,49,management,divorced,tertiary,4961,yes,no,no,6051,above mean
29413,36,services,single,secondary,528,no,no,no,528,below mean
29414,47,services,married,secondary,1160,yes,no,no,2250,above mean
29415,33,services,married,secondary,312,yes,yes,no,-4423,below zero
29416,35,management,single,tertiary,539,yes,no,no,1629,above mean
29417,41,blue-collar,married,secondary,0,yes,no,no,1090,above mean
29418,26,services,single,tertiary,2803,no,no,no,2803,above mean
29419,36,services,single,secondary,774,yes,no,no,1864,above mean
29420,33,management,married,tertiary,644,yes,yes,no,-4091,below zero
29421,36,services,single,secondary,5315,yes,no,no,6405,above mean
29422,60,retired,married,secondary,0,no,no,no,0,below mean
29423,59,housemaid,married,primary,182,no,no,no,182,below mean
29424,60,services,married,secondary,594,yes,no,no,1684,above mean
29425,33,management,married,tertiary,0,no,no,no,0,below mean
29426,36,blue-collar,married,secondary,414,no,no,no,414,below mean
29427,54,blue-collar,married,secondary,5372,yes,no,no,6462,above mean
29428,25,management,single,tertiary,2305,no,no,no,2305,above mean
29429,26,management,single,tertiary,1720,no,no,no,1720,above mean
29430,53,blue-collar,married,secondary,6112,no,no,yes,6112,above mean
29431,31,blue-collar,married,tertiary,433,no,yes,no,-5392,below zero
29432,32,self-employed,married,tertiary,428,no,yes,no,-5397,below zero
29433,43,services,single,secondary,21,no,no,no,21,below mean
29434,31,admin.,single,secondary,8626,no,no,no,8626,above mean
29435,53,technician,married,secondary,5797,yes,no,no,6887,above mean
29436,51,services,married,secondary,867,yes,no,no,1957,above mean
29437,25,technician,single,secondary,582,no,yes,no,-5243,below zero
29438,36,management,single,tertiary,-679,yes,yes,no,-5414,below zero
29439,40,admin.,single,secondary,5061,no,yes,no,-764,below zero
29440,43,technician,married,secondary,308,yes,no,no,1398,above mean
29441,31,technician,single,secondary,863,yes,no,no,1953,above mean
29442,48,technician,married,secondary,197,no,yes,no,-5628,below zero
29443,34,services,married,primary,285,yes,no,no,1375,above mean
29444,32,services,married,secondary,414,yes,no,no,1504,above mean
29445,50,housemaid,single,primary,1158,yes,no,no,2248,above mean
29446,37,housemaid,married,secondary,12939,yes,yes,no,8204,above mean
29447,54,retired,married,primary,117,no,no,no,117,below mean
29448,29,technician,single,tertiary,1669,no,no,yes,1669,above mean
29449,57,admin.,married,secondary,169,no,no,yes,169,below mean
29450,46,blue-collar,married,secondary,1232,no,yes,no,-4593,below zero
29451,55,retired,married,tertiary,8037,no,no,no,8037,above mean
29452,43,services,divorced,secondary,553,yes,no,no,1643,above mean
29453,34,admin.,married,secondary,-142,yes,no,no,948,below mean
29454,25,admin.,single,secondary,483,no,yes,yes,-5342,below zero
29455,28,services,single,secondary,387,no,no,no,387,below mean
29456,35,services,married,secondary,1659,yes,no,no,2749,above mean
29457,50,technician,married,tertiary,199,yes,yes,no,-4536,below zero
29458,34,blue-collar,single,primary,517,no,yes,no,-5308,below zero
29459,58,retired,married,primary,3401,yes,no,no,4491,above mean
29460,41,management,single,tertiary,572,yes,no,no,1662,above mean
29461,31,management,single,tertiary,2915,no,no,no,2915,above mean
29462,54,technician,divorced,secondary,2749,yes,no,no,3839,above mean
29463,32,admin.,single,unknown,393,no,no,no,393,below mean
29464,68,retired,divorced,primary,250,no,no,yes,250,below mean
29465,28,entrepreneur,married,tertiary,59,no,no,no,59,below mean
29466,30,blue-collar,married,secondary,363,yes,no,no,1453,above mean
29467,47,entrepreneur,married,tertiary,8118,no,no,no,8118,above mean
29468,28,admin.,single,tertiary,282,yes,yes,no,-4453,below zero
29469,27,technician,single,secondary,1235,no,no,no,1235,above mean
29470,47,blue-collar,single,secondary,152,yes,no,no,1242,above mean
29471,43,blue-collar,married,secondary,128,yes,no,no,1218,above mean
29472,29,technician,single,secondary,307,yes,no,no,1397,above mean
29473,32,blue-collar,married,primary,329,yes,no,no,1419,above mean
29474,34,technician,married,secondary,2467,no,no,no,2467,above mean
29475,31,services,married,primary,997,yes,no,no,2087,above mean
29476,35,admin.,single,secondary,0,yes,no,no,1090,above mean
29477,50,blue-collar,single,primary,1558,yes,no,no,2648,above mean
29478,32,blue-collar,married,secondary,4471,yes,no,no,5561,above mean
29479,33,technician,single,tertiary,390,yes,no,no,1480,above mean
29480,29,technician,single,tertiary,323,no,no,no,323,below mean
29481,29,services,married,secondary,222,yes,no,no,1312,above mean
29482,44,unemployed,married,primary,1617,no,no,no,1617,above mean
29483,29,student,single,tertiary,246,no,no,no,246,below mean
29484,43,blue-collar,divorced,primary,177,no,no,no,177,below mean
29485,27,unemployed,single,primary,1088,no,no,no,1088,above mean
29486,35,unemployed,single,primary,483,no,no,no,483,below mean
29487,26,unemployed,single,tertiary,2170,no,no,no,2170,above mean
29488,36,unemployed,single,tertiary,1291,no,no,yes,1291,above mean
29489,51,technician,divorced,secondary,1096,no,no,no,1096,above mean
29490,59,technician,divorced,secondary,2735,no,no,no,2735,above mean
29491,56,blue-collar,married,primary,151,no,no,no,151,below mean
29492,31,unemployed,single,tertiary,1489,yes,no,no,2579,above mean
29493,34,management,married,tertiary,0,yes,no,yes,1090,above mean
29494,34,technician,married,secondary,883,no,no,no,883,below mean
29495,33,self-employed,married,tertiary,483,yes,no,no,1573,above mean
29496,29,admin.,divorced,secondary,120,no,yes,no,-5705,below zero
29497,34,admin.,divorced,secondary,-75,no,no,no,-75,below zero
29498,32,unemployed,single,tertiary,507,no,no,no,507,below mean
29499,56,management,married,primary,0,no,no,yes,0,below mean
29500,38,technician,divorced,secondary,902,yes,no,yes,1992,above mean
29501,39,blue-collar,married,primary,118,no,no,yes,118,below mean
29502,48,unemployed,divorced,secondary,1266,yes,no,no,2356,above mean
29503,26,management,single,tertiary,159,no,no,no,159,below mean
29504,31,student,single,unknown,640,no,no,no,640,below mean
29505,54,technician,divorced,secondary,2156,yes,no,yes,3246,above mean
29506,40,admin.,married,secondary,0,yes,no,no,1090,above mean
29507,56,unemployed,married,primary,5496,yes,no,no,6586,above mean
29508,65,retired,married,tertiary,1153,no,no,no,1153,above mean
29509,50,entrepreneur,married,tertiary,2442,no,no,no,2442,above mean
29510,32,management,single,tertiary,2360,no,no,yes,2360,above mean
29511,59,unemployed,divorced,secondary,2921,no,no,no,2921,above mean
29512,59,unemployed,divorced,secondary,44134,no,no,no,44134,above mean
29513,64,retired,married,secondary,1176,no,no,no,1176,above mean
29514,30,entrepreneur,married,secondary,1013,yes,no,no,2103,above mean
29515,41,blue-collar,married,primary,201,yes,no,yes,1291,above mean
29516,31,admin.,single,secondary,757,no,no,no,757,below mean
29517,27,student,single,tertiary,32,no,no,no,32,below mean
29518,27,management,single,secondary,924,yes,no,no,2014,above mean
29519,48,admin.,married,primary,3,yes,no,no,1093,above mean
29520,43,technician,married,tertiary,0,no,no,no,0,below mean
29521,26,unemployed,single,tertiary,23494,no,no,no,23494,above mean
29522,48,technician,single,secondary,-92,yes,no,yes,998,below mean
29523,59,retired,divorced,secondary,514,no,no,yes,514,below mean
29524,54,management,married,tertiary,1303,no,no,yes,1303,above mean
29525,44,unemployed,married,secondary,6178,no,no,no,6178,above mean
29526,31,admin.,married,secondary,-106,yes,no,no,984,below mean
29527,52,services,married,primary,3016,yes,yes,no,-1719,below zero
29528,51,management,married,tertiary,2814,no,no,no,2814,above mean
29529,32,blue-collar,married,secondary,320,yes,yes,no,-4415,below zero
29530,33,blue-collar,married,secondary,-266,yes,yes,no,-5001,below zero
29531,32,housemaid,married,tertiary,357,yes,no,no,1447,above mean
29532,33,services,married,tertiary,546,yes,yes,no,-4189,below zero
29533,45,unknown,married,unknown,19706,yes,no,no,20796,above mean
29534,51,blue-collar,married,primary,377,yes,no,no,1467,above mean
29535,52,entrepreneur,divorced,tertiary,199,yes,yes,no,-4536,below zero
29536,41,management,married,tertiary,0,no,no,no,0,below mean
29537,35,management,single,tertiary,1891,yes,no,no,2981,above mean
29538,58,blue-collar,divorced,primary,835,no,no,no,835,below mean
29539,34,technician,married,secondary,427,no,no,no,427,below mean
29540,52,blue-collar,single,unknown,1785,no,no,no,1785,above mean
29541,38,technician,single,secondary,325,no,no,no,325,below mean
29542,28,unemployed,single,secondary,3463,no,no,no,3463,above mean
29543,53,blue-collar,married,primary,751,yes,no,yes,1841,above mean
29544,41,unemployed,married,secondary,2081,yes,no,no,3171,above mean
29545,31,blue-collar,married,primary,124,yes,no,no,1214,above mean
29546,28,blue-collar,single,secondary,2700,no,no,no,2700,above mean
29547,26,blue-collar,single,secondary,450,no,yes,no,-5375,below zero
29548,49,admin.,married,secondary,1403,no,no,no,1403,above mean
29549,29,management,married,tertiary,877,no,no,no,877,below mean
29550,28,technician,single,secondary,122,no,no,no,122,below mean
29551,36,admin.,married,secondary,587,no,no,no,587,below mean
29552,28,technician,married,secondary,679,no,yes,no,-5146,below zero
29553,38,technician,single,tertiary,1369,yes,no,no,2459,above mean
29554,34,entrepreneur,single,tertiary,1295,yes,no,no,2385,above mean
29555,39,blue-collar,married,primary,710,no,no,no,710,below mean
29556,37,technician,married,secondary,1116,yes,no,no,2206,above mean
29557,39,blue-collar,married,secondary,661,yes,no,no,1751,above mean
29558,33,management,single,tertiary,1724,no,no,no,1724,above mean
29559,32,management,single,secondary,-515,yes,yes,no,-5250,below zero
29560,52,blue-collar,single,secondary,894,no,yes,no,-4931,below zero
29561,32,management,married,tertiary,422,yes,no,no,1512,above mean
29562,55,management,married,secondary,964,no,no,no,964,below mean
29563,34,housemaid,married,secondary,520,yes,no,no,1610,above mean
29564,46,management,married,tertiary,-319,yes,no,no,771,below mean
29565,26,technician,single,secondary,-168,no,yes,no,-5993,below zero
29566,30,management,single,tertiary,409,no,no,no,409,below mean
29567,32,services,married,secondary,1844,yes,yes,no,-2891,below zero
29568,44,services,married,primary,764,no,no,no,764,below mean
29569,38,admin.,married,secondary,384,no,no,no,384,below mean
29570,30,admin.,married,secondary,490,yes,no,no,1580,above mean
29571,42,services,single,secondary,58,no,no,no,58,below mean
29572,30,technician,single,secondary,151,no,no,no,151,below mean
29573,29,self-employed,single,tertiary,300,no,no,no,300,below mean
29574,33,student,single,secondary,1883,yes,no,no,2973,above mean
29575,31,blue-collar,married,primary,845,no,no,no,845,below mean
29576,31,technician,single,tertiary,1214,no,no,no,1214,above mean
29577,32,unemployed,single,tertiary,5874,no,no,no,5874,above mean
29578,36,blue-collar,divorced,primary,102,no,no,no,102,below mean
29579,48,blue-collar,single,secondary,312,yes,yes,no,-4423,below zero
29580,36,blue-collar,married,secondary,13,no,yes,no,-5812,below zero
29581,34,blue-collar,married,secondary,563,no,yes,no,-5262,below zero
29582,60,services,divorced,secondary,758,no,no,no,758,below mean
29583,56,self-employed,married,tertiary,350,no,no,no,350,below mean
29584,30,admin.,single,secondary,72,no,no,no,72,below mean
29585,29,student,single,tertiary,559,no,no,no,559,below mean
29586,29,technician,single,secondary,18,no,no,no,18,below mean
29587,36,management,married,tertiary,254,no,no,yes,254,below mean
29588,36,management,married,tertiary,1582,no,no,no,1582,above mean
29589,51,housemaid,married,primary,605,no,no,no,605,below mean
29590,29,unknown,single,secondary,1288,no,no,no,1288,above mean
29591,32,technician,single,secondary,0,no,no,no,0,below mean
29592,34,management,single,tertiary,1190,no,no,no,1190,above mean
29593,29,management,married,tertiary,1606,yes,no,no,2696,above mean
29594,42,unknown,single,primary,2398,yes,no,no,3488,above mean
29595,39,blue-collar,married,unknown,295,yes,no,no,1385,above mean
29596,42,technician,married,secondary,440,yes,no,no,1530,above mean
29597,27,unemployed,single,tertiary,1,no,no,no,1,below mean
29598,38,management,married,tertiary,655,no,no,no,655,below mean
29599,32,management,married,secondary,1215,yes,yes,no,-3520,below zero
29600,46,technician,married,secondary,863,yes,no,no,1953,above mean
29601,34,blue-collar,married,secondary,261,yes,no,no,1351,above mean
29602,46,unknown,married,unknown,677,no,no,no,677,below mean
29603,60,retired,married,tertiary,3461,no,no,no,3461,above mean
29604,52,management,married,tertiary,0,yes,no,no,1090,above mean
29605,38,services,married,tertiary,1324,yes,no,no,2414,above mean
29606,39,unemployed,single,secondary,-114,yes,no,yes,976,below mean
29607,36,unemployed,single,tertiary,221,no,no,no,221,below mean
29608,27,blue-collar,single,secondary,551,no,no,no,551,below mean
29609,54,technician,divorced,secondary,258,no,no,no,258,below mean
29610,69,retired,married,primary,2713,no,no,no,2713,above mean
29611,43,management,married,tertiary,5082,no,no,no,5082,above mean
29612,34,unemployed,married,tertiary,425,no,no,no,425,below mean
29613,31,management,married,tertiary,1331,no,no,yes,1331,above mean
29614,24,admin.,single,secondary,172,no,no,no,172,below mean
29615,38,management,married,tertiary,613,no,no,yes,613,below mean
29616,44,admin.,married,secondary,497,yes,no,no,1587,above mean
29617,27,admin.,married,secondary,-401,yes,yes,no,-5136,below zero
29618,28,student,single,tertiary,3026,no,no,no,3026,above mean
29619,48,unemployed,married,secondary,11371,yes,no,no,12461,above mean
29620,54,blue-collar,married,secondary,175,yes,no,no,1265,above mean
29621,36,management,married,tertiary,618,no,no,no,618,below mean
29622,36,management,single,tertiary,219,no,no,no,219,below mean
29623,27,blue-collar,single,primary,1,no,no,no,1,below mean
29624,41,entrepreneur,married,tertiary,0,yes,no,no,1090,above mean
29625,26,blue-collar,single,secondary,184,no,no,no,184,below mean
29626,54,retired,married,secondary,1154,yes,no,no,2244,above mean
29627,27,unemployed,single,secondary,0,no,yes,no,-5825,below zero
29628,26,self-employed,married,tertiary,174,yes,no,no,1264,above mean
29629,32,technician,single,secondary,13565,no,no,no,13565,above mean
29630,32,technician,single,tertiary,703,yes,no,no,1793,above mean
29631,31,blue-collar,married,unknown,-120,yes,no,no,970,below mean
29632,34,management,married,tertiary,99,no,yes,no,-5726,below zero
29633,32,management,single,tertiary,520,no,no,yes,520,below mean
29634,50,management,divorced,secondary,458,no,no,no,458,below mean
29635,33,admin.,single,secondary,289,no,no,no,289,below mean
29636,29,entrepreneur,single,tertiary,1028,no,no,no,1028,below mean
29637,43,technician,married,secondary,473,yes,no,no,1563,above mean
29638,62,self-employed,married,tertiary,3685,no,no,no,3685,above mean
29639,52,retired,married,secondary,411,yes,no,no,1501,above mean
29640,44,entrepreneur,married,tertiary,3850,no,no,no,3850,above mean
29641,27,unemployed,single,tertiary,127,no,no,no,127,below mean
29642,39,management,divorced,tertiary,30,no,yes,no,-5795,below zero
29643,42,blue-collar,married,primary,-97,yes,no,no,993,below mean
29644,54,unemployed,married,primary,541,yes,no,no,1631,above mean
29645,26,blue-collar,single,secondary,2353,no,no,no,2353,above mean
29646,28,admin.,married,secondary,642,yes,no,no,1732,above mean
29647,37,unemployed,married,secondary,80,no,no,no,80,below mean
29648,47,blue-collar,married,secondary,-346,yes,yes,no,-5081,below zero
29649,59,unknown,married,primary,282,no,no,no,282,below mean
29650,37,services,single,secondary,1050,yes,no,no,2140,above mean
29651,26,student,single,secondary,119,no,no,no,119,below mean
29652,34,technician,single,tertiary,586,yes,no,no,1676,above mean
29653,41,management,divorced,tertiary,0,no,no,no,0,below mean
29654,30,entrepreneur,single,secondary,732,no,no,yes,732,below mean
29655,28,technician,single,secondary,525,no,no,no,525,below mean
29656,36,services,married,secondary,1177,yes,yes,no,-3558,below zero
29657,37,services,divorced,secondary,1472,yes,no,no,2562,above mean
29658,40,management,married,tertiary,1308,no,no,yes,1308,above mean
29659,34,technician,single,tertiary,651,no,no,no,651,below mean
29660,32,management,married,tertiary,272,yes,no,no,1362,above mean
29661,58,technician,married,secondary,629,yes,no,no,1719,above mean
29662,59,management,single,tertiary,705,no,no,no,705,below mean
29663,34,technician,married,tertiary,823,no,no,no,823,below mean
29664,33,admin.,single,secondary,901,no,no,no,901,below mean
29665,59,admin.,married,secondary,1089,no,no,no,1089,above mean
29666,48,technician,married,tertiary,2,no,no,no,2,below mean
29667,58,self-employed,married,secondary,0,yes,no,no,1090,above mean
29668,49,admin.,single,secondary,780,no,no,no,780,below mean
29669,40,unemployed,married,primary,-78,no,no,no,-78,below zero
29670,56,management,married,tertiary,2366,yes,yes,no,-2369,below zero
29671,54,management,married,tertiary,1460,no,yes,no,-4365,below zero
29672,29,technician,married,secondary,655,yes,no,no,1745,above mean
29673,36,technician,married,secondary,58,no,no,no,58,below mean
29674,42,admin.,single,secondary,400,yes,no,no,1490,above mean
29675,33,unemployed,single,tertiary,14889,yes,no,no,15979,above mean
29676,48,management,single,tertiary,460,yes,no,no,1550,above mean
29677,58,management,single,tertiary,1387,yes,no,no,2477,above mean
29678,32,services,divorced,secondary,41,yes,no,no,1131,above mean
29679,42,technician,married,tertiary,725,yes,yes,no,-4010,below zero
29680,53,blue-collar,married,secondary,483,yes,no,no,1573,above mean
29681,56,unemployed,divorced,primary,802,no,no,no,802,below mean
29682,60,retired,single,tertiary,305,yes,no,no,1395,above mean
29683,57,technician,married,secondary,192,no,no,no,192,below mean
29684,44,blue-collar,divorced,unknown,284,no,no,no,284,below mean
29685,43,services,married,secondary,-45,yes,yes,no,-4780,below zero
29686,28,blue-collar,single,secondary,67,no,no,no,67,below mean
29687,56,blue-collar,married,primary,284,no,yes,no,-5541,below zero
29688,49,blue-collar,married,secondary,298,yes,no,no,1388,above mean
29689,41,management,divorced,tertiary,-78,yes,no,no,1012,below mean
29690,30,housemaid,married,tertiary,113,yes,yes,no,-4622,below zero
29691,27,admin.,married,secondary,16,yes,no,no,1106,above mean
29692,59,technician,married,secondary,1866,no,no,no,1866,above mean
29693,50,technician,married,secondary,103,yes,no,no,1193,above mean
29694,47,unemployed,married,secondary,3188,yes,no,no,4278,above mean
29695,30,technician,single,secondary,62,yes,no,no,1152,above mean
29696,57,technician,married,unknown,2610,no,no,no,2610,above mean
29697,33,management,single,tertiary,191,no,yes,no,-5634,below zero
29698,45,management,married,tertiary,1199,no,no,no,1199,above mean
29699,40,management,divorced,tertiary,502,yes,no,no,1592,above mean
29700,51,retired,single,secondary,5885,no,no,no,5885,above mean
29701,55,unemployed,divorced,primary,-53,no,no,no,-53,below zero
29702,31,management,married,tertiary,777,yes,no,no,1867,above mean
29703,46,technician,divorced,secondary,1547,yes,no,no,2637,above mean
29704,28,technician,single,secondary,2000,no,no,no,2000,above mean
29705,53,blue-collar,married,primary,-211,yes,yes,no,-4946,below zero
29706,33,blue-collar,married,secondary,640,yes,no,no,1730,above mean
29707,41,technician,single,tertiary,-89,yes,no,no,1001,below mean
29708,26,blue-collar,single,secondary,4751,no,no,no,4751,above mean
29709,26,management,single,tertiary,1837,no,no,no,1837,above mean
29710,46,blue-collar,married,secondary,4007,no,no,no,4007,above mean
29711,55,blue-collar,married,primary,781,yes,no,no,1871,above mean
29712,54,admin.,single,secondary,1178,yes,no,no,2268,above mean
29713,55,management,single,tertiary,-350,no,no,no,-350,below zero
29714,30,management,single,tertiary,179,no,no,no,179,below mean
29715,45,technician,married,secondary,366,no,yes,no,-5459,below zero
29716,57,management,married,tertiary,113,no,no,no,113,below mean
29717,36,blue-collar,married,secondary,3578,yes,no,no,4668,above mean
29718,41,management,divorced,tertiary,236,no,no,no,236,below mean
29719,26,technician,single,tertiary,822,no,no,no,822,below mean
29720,32,technician,single,tertiary,47,yes,no,no,1137,above mean
29721,58,entrepreneur,single,tertiary,6162,no,yes,no,337,below mean
29722,59,management,married,tertiary,5956,no,no,no,5956,above mean
29723,58,admin.,married,secondary,1142,no,no,no,1142,above mean
29724,31,management,married,tertiary,302,yes,yes,no,-4433,below zero
29725,33,technician,single,tertiary,461,yes,no,no,1551,above mean
29726,56,management,married,secondary,145,no,no,no,145,below mean
29727,48,admin.,married,secondary,2088,no,yes,no,-3737,below zero
29728,52,entrepreneur,married,secondary,330,no,yes,no,-5495,below zero
29729,57,management,married,secondary,82,no,yes,no,-5743,below zero
29730,59,retired,married,tertiary,941,no,yes,no,-4884,below zero
29731,52,admin.,divorced,secondary,774,no,no,no,774,below mean
29732,33,technician,single,secondary,647,yes,yes,no,-4088,below zero
29733,29,blue-collar,single,secondary,336,yes,no,no,1426,above mean
29734,52,blue-collar,married,primary,768,no,no,no,768,below mean
29735,50,management,married,tertiary,207,yes,no,no,1297,above mean
29736,41,unemployed,married,secondary,2423,yes,no,no,3513,above mean
29737,51,technician,divorced,unknown,1328,yes,no,no,2418,above mean
29738,60,technician,married,primary,4243,yes,no,no,5333,above mean
29739,30,student,single,secondary,96,no,no,no,96,below mean
29740,54,management,married,tertiary,195,no,yes,no,-5630,below zero
29741,36,technician,single,secondary,1855,yes,no,no,2945,above mean
29742,59,unemployed,single,secondary,865,no,no,no,865,below mean
29743,44,self-employed,married,primary,414,yes,no,no,1504,above mean
29744,38,entrepreneur,married,secondary,351,yes,no,no,1441,above mean
29745,40,technician,divorced,tertiary,1082,no,no,no,1082,above mean
29746,45,self-employed,divorced,tertiary,75,yes,yes,no,-4660,below zero
29747,30,management,single,tertiary,1028,no,no,yes,1028,below mean
29748,40,services,married,secondary,1674,yes,yes,no,-3061,below zero
29749,37,blue-collar,divorced,secondary,0,yes,yes,no,-4735,below zero
29750,43,unemployed,single,primary,264,no,no,no,264,below mean
29751,42,unemployed,divorced,primary,148,yes,no,no,1238,above mean
29752,52,admin.,married,primary,2281,yes,yes,no,-2454,below zero
29753,43,admin.,married,tertiary,1317,yes,no,no,2407,above mean
29754,54,admin.,single,secondary,15,yes,no,no,1105,above mean
29755,32,unemployed,single,secondary,104,no,no,no,104,below mean
29756,32,unemployed,single,secondary,5670,no,no,no,5670,above mean
29757,30,unemployed,married,tertiary,1067,no,no,no,1067,above mean
29758,27,technician,single,secondary,-437,no,no,no,-437,below zero
29759,53,technician,married,secondary,757,no,no,no,757,below mean
29760,46,admin.,divorced,secondary,1342,yes,no,no,2432,above mean
29761,45,blue-collar,married,primary,305,yes,no,no,1395,above mean
29762,38,admin.,divorced,secondary,308,yes,no,no,1398,above mean
29763,38,management,single,tertiary,175,yes,yes,no,-4560,below zero
29764,38,self-employed,married,secondary,581,yes,no,no,1671,above mean
29765,35,student,single,tertiary,7,yes,no,no,1097,above mean
29766,42,self-employed,married,secondary,240,yes,no,no,1330,above mean
29767,31,blue-collar,married,secondary,1005,no,no,no,1005,below mean
29768,39,services,married,secondary,105,no,no,no,105,below mean
29769,47,blue-collar,married,secondary,243,yes,no,no,1333,above mean
29770,35,management,single,tertiary,134,no,no,no,134,below mean
29771,36,blue-collar,married,tertiary,-534,yes,no,no,556,below mean
29772,56,blue-collar,married,primary,115,no,no,no,115,below mean
29773,28,blue-collar,married,secondary,127,yes,yes,no,-4608,below zero
29774,38,admin.,single,secondary,221,yes,no,no,1311,above mean
29775,36,blue-collar,married,secondary,0,no,no,no,0,below mean
29776,58,unemployed,married,primary,4967,no,no,no,4967,above mean
29777,43,admin.,married,secondary,0,yes,no,no,1090,above mean
29778,41,blue-collar,married,primary,201,yes,no,no,1291,above mean
29779,43,admin.,married,primary,392,yes,yes,no,-4343,below zero
29780,55,management,married,primary,384,no,no,no,384,below mean
29781,33,technician,married,secondary,0,yes,no,no,1090,above mean
29782,28,self-employed,married,tertiary,0,yes,no,yes,1090,above mean
29783,33,technician,divorced,secondary,464,no,no,no,464,below mean
29784,36,blue-collar,single,secondary,376,yes,yes,no,-4359,below zero
29785,46,blue-collar,married,secondary,345,yes,yes,no,-4390,below zero
29786,38,services,married,secondary,53,no,no,no,53,below mean
29787,32,unemployed,single,tertiary,1974,no,no,no,1974,above mean
29788,40,unemployed,married,primary,69,no,yes,no,-5756,below zero
29789,45,blue-collar,married,secondary,28,no,yes,no,-5797,below zero
29790,41,self-employed,married,tertiary,-195,yes,yes,no,-4930,below zero
29791,32,management,single,tertiary,2059,no,no,no,2059,above mean
29792,52,management,married,tertiary,-970,yes,no,yes,120,below mean
29793,55,blue-collar,married,primary,3957,no,yes,no,-1868,below zero
29794,44,entrepreneur,married,tertiary,5156,yes,no,no,6246,above mean
29795,33,technician,married,secondary,0,yes,yes,no,-4735,below zero
29796,31,blue-collar,single,secondary,25,no,no,no,25,below mean
29797,43,services,single,secondary,370,yes,no,no,1460,above mean
29798,59,management,divorced,tertiary,0,no,no,no,0,below mean
29799,60,management,married,unknown,0,no,no,no,0,below mean
